age,gender,height_cm,weight_kg,sit and bend forward_cm,sit-ups counts,class
44,M,173.9,94.3,5.1,29,D
23,M,165.4,72.98,10.4,62,C
27,M,171.2,63.74,15.4,44,C
63,F,153.1,53,20.8,17,A
63,M,160.4,60.6,5.8,20,C
58,M,171.1,64.4,10.4,29,B
56,F,139.5,44.8,21.1,5,D
55,F,154,56,20.3,25,C
61,F,161.4,58.1,21.5,19,B
32,M,173.5,61.2,22.5,54,A
30,M,185.1,87,2.7,21,D
32,M,177.8,90.7,12.9,44,C
30,M,175.5,61.2,25.2,32,D
53,M,166.9,67.9,11.8,51,B
27,F,167.8,60.9,28.5,45,A
54,M,167.7,65.2,7.6,30,C
57,M,174.8,78.7,23.2,32,B
22,F,161.8,43.9,28.1,33,B
39,F,161.4,48.16,19.2,46,A
27,F,158.9,47.3,22.8,55,A
62,M,172.7,79,7.1,29,B
21,F,168.9,56.3,20.1,33,B
30,M,168.5,63.5,18.5,55,A
51,M,166.2,70.84,15.7,42,A
36,M,183.2,83.8,13.9,37,C
63,M,170.8,68.3,14.3,45,B
61,F,161.3,57,12.3,10,C
59,F,153.5,52.8,12.4,50,C
61,F,160.7,58.4,23.9,19,A
21,M,173.9,72.4,10.7,42,C
28,M,171.3,59.6,7.4,49,C
24,F,158.4,54.34,15.6,37,B
26,M,175.6,71.1,7.9,41,C
29,M,178.1,68.38,13.9,31,D
24,M,181.6,93.5,13.7,48,D
44,F,155.2,57.1,8.7,13,D
27,M,174.7,73,6.5,35,D
58,F,157.5,48.6,22.7,11,C
42,M,175,78.6,24.4,47,B
30,M,185,79,23,50,A
29,M,169.9,69.28,11.5,54,B
29,M,179.9,87.3,-5,24,D
47,M,173.1,73.5,5.8,16,D
48,M,170.5,66.5,15.6,42,A
45,M,173.8,72.1,24.7,56,B
32,F,163.2,55,25.9,42,A
25,M,176.6,78.6,19.8,36,D
45,M,180.3,79.7,-9.5,30,D
63,M,165.5,68.3,13,29,C
27,F,162.5,57.3,1.8,45,D
41,M,167.5,73.5,3.1,39,D
22,F,158.7,50.6,25,38,A
48,F,159.4,52.4,22,27,B
24,F,160.1,51,26.6,57,A
61,M,166.6,62.7,9.7,28,B
21,M,175.5,78.7,17.2,69,A
39,F,153,53.6,22.4,19,C
24,F,160.6,61.3,-1.1,30,D
26,M,181.6,73.1,16.9,53,C
34,M,171.8,87.6,16.6,48,A
26,M,170.1,62.6,17.9,56,A
32,M,173.1,73.7,18.7,59,A
30,M,177.8,82.3,14.5,49,B
22,M,170,66.6,15.4,57,B
24,M,177.7,82.04,10.3,42,D
24,F,162.7,51.7,15.4,31,B
23,M,172,75.5,15.7,56,C
28,M,181.5,68.94,16.1,37,D
28,M,180.8,90.6,2.7,51,D
34,M,188.5,118.8,2.2,34,D
54,M,169.1,65.3,11.2,42,B
50,M,173.9,74.3,-0.6,25,D
27,F,167.5,58.2,16.4,19,D
27,F,160.7,64.8,19.2,52,A
51,M,180.8,68.6,21.7,46,A
59,F,145,48.2,12,14,C
22,M,173,70.8,20.9,51,B
27,M,180.7,86.5,19.5,42,C
46,M,173.6,81.4,22.1,48,D
56,F,163.3,66.62,19.9,21,B
30,M,178.5,82.2,24,54,C
23,F,157.4,49.3,23.5,32,C
30,M,187.4,91.2,10.1,51,C
27,F,154.5,84.5,6.8,12,D
32,M,167.8,66.1,8.3,39,C
26,F,165,62.8,26.7,69,A
50,F,157.1,60.1,23,26,C
56,M,174.9,71.3,21.9,40,A
45,F,156.5,56.8,16.2,25,B
60,M,166.5,66.9,9.9,27,B
63,M,168.7,59.48,18,27,C
21,F,169.3,60.18,11,33,C
23,M,177.2,70.8,27.9,52,C
27,F,162.6,51.5,28.5,42,A
40,F,166.1,51,22.8,37,A
50,F,157,51.1,20.3,32,B
33,F,161.3,54.8,0.6,33,D
28,F,166.1,65.6,11.4,46,C
27,M,189.5,72.5,14.8,43,C
31,M,178,87.2,16.7,48,A
22,M,171.1,75,8.2,51,C
21,M,175.4,76.84,18.8,54,B
26,M,178.3,68.4,16,58,A
26,M,163,74.4,12.1,64,B
22,M,172.3,68.5,12.1,60,C
21,F,160.8,54.9,21,47,A
21,F,158.5,61.6,13,23,D
24,M,186.7,71.8,15.6,43,C
22,M,170.1,69,0.7,53,D
46,M,160.2,76.2,9.5,20,D
62,M,156.4,55.84,12.4,33,C
30,M,175.8,73.8,19.1,56,A
23,M,179.2,75.4,10.8,64,C
51,M,160.7,58.7,24.4,54,A
35,F,170.8,79.7,19.5,33,B
48,M,166.7,64,7.2,49,D
24,M,170.9,63.1,8.4,42,C
27,M,175.6,70,17.3,53,A
42,F,159.2,57.9,18,24,D
64,F,151.9,47.6,15.9,21,C
32,F,164.1,54.4,25.5,21,C
45,M,170,76.4,15.3,48,B
58,M,175.5,66.6,19.2,39,A
22,M,163.6,61.7,12.7,60,B
32,M,170.2,70,11.9,57,B
40,F,168.6,61,29.8,26,B
25,M,172.9,70.2,13,54,B
24,M,171.1,68.1,15.1,53,B
23,F,162.4,61.52,22,47,A
33,M,178,84,-2,45,D
33,M,178,78.3,14.2,62,B
53,F,156.1,54,13.9,30,C
51,F,165.8,58,29.3,24,A
58,M,167.4,65.52,19.2,40,A
29,F,157.9,59,14,34,B
32,M,173,68.9,19,40,C
25,M,172.8,66.3,20.6,37,D
26,F,162.1,60.3,21.8,35,A
60,M,169.7,78.1,17.2,39,B
59,M,163.5,65.7,13.7,27,C
44,M,182.2,79.44,0.2,42,D
57,M,162.4,65.8,10.8,23,D
24,F,169.6,71.48,21.5,30,C
36,M,182.4,86.3,4.9,34,D
24,F,161.5,59.24,22.2,54,A
24,M,170.1,68.9,6.3,49,C
59,M,160.8,58.2,12.6,35,B
48,M,166.3,67.12,22.3,44,A
44,M,179,92.9,14.9,34,D
63,M,170.4,67.2,14.3,36,A
27,M,172.1,73.2,18.5,51,A
29,M,172,66.3,26.4,60,A
48,M,167.6,66.4,14.4,38,B
39,F,152.9,42.2,12.9,30,C
53,M,174.5,69.2,4.2,38,D
35,M,173.8,97.6,15.2,43,D
57,M,167.1,73.3,2.5,25,D
24,M,181.4,87,18.6,59,B
50,M,175,81.3,18.3,45,A
23,M,174.3,72.1,15.4,57,B
23,F,159.4,56.6,20.4,45,A
56,M,168.4,85.5,-6,20,D
24,M,172,68.24,23,48,D
52,F,152.1,49.5,25.5,41,C
59,F,156.7,55.82,14.2,22,C
29,M,169.7,66.6,18.2,48,B
26,M,174.3,80.1,17.3,62,C
43,F,167.5,51.4,21.8,43,A
23,M,180.5,85.78,17.5,43,C
52,M,167.2,79.2,3.5,38,D
28,M,168.8,61.2,17.7,52,A
51,F,167.7,58.2,25,30,A
24,F,163.8,58.2,14,10,D
59,M,177.5,73.9,15.8,33,C
26,M,164.8,60.74,25.4,51,A
47,F,160.5,61.6,13,7,D
59,M,164.6,57.2,16.1,25,C
38,F,158.6,58.4,18.5,30,B
29,M,169.6,62.8,16.6,66,A
32,M,168.5,66.8,11.3,59,B
36,M,172.5,72.7,28,48,A
24,M,155.9,55.28,20.8,49,C
46,F,150,72.8,15,28,D
28,M,174.6,74.7,15.8,50,B
50,F,157.3,51.8,19.1,30,B
50,F,167.2,60.1,24,33,A
56,M,175.1,81.5,17.7,37,B
26,M,177.9,74.74,23,58,A
24,M,177.8,75.7,7.7,55,C
46,F,153.1,64.8,9.7,20,D
37,F,168.8,57.6,16.5,22,C
61,F,157.2,49.2,18.9,20,B
30,M,175.5,72.4,18.9,65,A
34,M,167.4,68.9,8.4,53,C
62,M,170,72.7,20.2,46,A
62,M,168.7,71.8,8.5,27,D
22,M,164.2,60.8,8.9,53,C
54,F,169.1,51.9,15.7,26,B
36,M,172.4,67.7,30.2,46,A
48,F,155.2,64.6,17.5,28,D
40,M,181.6,78.7,0.4,44,D
49,M,169.7,67.74,17.9,49,A
24,M,176.7,76.6,12.7,58,C
46,F,165.5,58,27.6,54,A
37,F,155.7,53.8,-4.5,22,D
30,M,174.2,70.1,13.6,47,B
60,M,180,84.1,19.8,28,B
30,M,180.7,86.6,23.9,43,B
23,F,155.5,46.5,7.5,24,D
53,M,165.5,72,-4,27,D
43,M,173.8,85.5,9.6,41,D
22,F,160.1,54.4,18.2,37,B
46,M,179,78.4,17.6,35,C
30,M,171.3,70.1,26.5,50,A
34,M,182.4,90.3,13.8,38,C
45,F,161.7,53.7,14.6,33,C
26,F,165.6,48.6,22.4,40,A
61,F,155.8,59.7,21,21,C
25,F,172.5,58.2,9.6,24,C
42,M,187.1,92.4,28.3,44,C
62,M,169.1,65.3,14.8,22,D
51,M,168.1,75.4,10.1,45,B
23,M,181.2,83.6,18.8,62,B
51,M,181.9,96.9,12,30,D
46,F,147.6,49.2,16,32,B
57,F,149,54.4,7,20,D
50,F,162,61,4,16,D
21,F,155.1,41.56,14.6,46,C
31,M,182.2,72.9,0.7,43,D
43,F,164.1,58.1,11.5,28,C
35,M,173,67.9,16.8,50,C
37,F,162.7,71.3,2.7,16,D
50,M,169.3,78.3,2.8,45,D
23,M,163.1,70.3,14.1,56,D
28,M,175,61.1,-0.2,39,D
57,F,151.4,58.9,6.8,28,D
27,M,177.3,75.88,20.7,50,B
40,M,169.1,66.7,14.4,27,D
34,M,176.8,75.3,6.2,56,C
52,F,170.6,67.9,24.7,45,B
23,F,161.7,58.4,24.7,51,A
21,F,157.3,57.9,19.9,42,A
25,M,175.8,84.6,15.2,37,D
61,M,172.9,75,14.8,37,C
27,F,161,52.6,27.3,35,A
30,M,174.4,68.6,18.6,56,A
24,F,155.4,48,17,19,D
48,F,155.4,51.02,11.6,15,D
63,F,151.4,45.8,23.7,22,A
28,M,170.9,78.8,15.3,49,C
31,M,180.3,73.3,14.4,54,B
60,M,171.7,77.6,27.9,50,A
45,M,187.5,108.1,6.7,42,D
23,M,172,88.7,17.9,29,D
49,M,166.5,69.1,15.8,36,B
64,M,169.2,76.6,14.8,46,A
26,M,167.3,71.8,18,54,A
64,F,157,56.7,12.6,5,D
21,F,156.9,60.6,22,54,A
24,M,178.6,88.2,12.8,62,C
43,M,176.4,75.1,21.5,32,C
28,M,175.3,82.8,14.6,62,B
41,F,158.2,55.2,1,29,D
26,M,178,67.4,20.9,58,A
51,M,174.3,59.1,9.7,37,B
40,M,176.5,72.8,23.9,57,A
35,M,174.3,65.9,18,50,A
39,M,179.3,86.7,-1,27,D
52,F,149.4,50.7,19.6,28,A
28,M,175.2,79,20.2,52,A
50,M,170.9,90,15.2,39,D
48,M,164,54.5,11,36,B
24,M,182,88.2,28.5,51,C
38,M,171.3,65.1,21,43,B
63,M,162.4,62.4,1.6,14,D
56,F,153.5,46.3,17.1,28,B
58,M,170.7,70,12.5,30,B
41,M,184.3,78.7,22.8,60,A
52,F,156.2,64.5,22.8,25,B
22,M,174.8,74,17.4,56,B
22,M,182.5,82,16,50,C
34,M,175.7,80,19.5,48,A
29,M,174.6,71.4,19,51,A
27,M,176.6,75.8,21.3,58,A
31,F,163.6,61.8,19.3,15,D
40,M,181,73.8,20,60,B
28,M,177.7,84.9,17.7,40,C
29,F,157.6,48.8,20.7,38,A
22,M,177.4,84.5,14.3,53,B
21,F,162.2,55.3,24.2,46,A
51,F,156.8,64.5,16.6,32,B
25,M,187.1,86.5,17,67,A
34,M,176.4,89.8,23.5,60,B
63,F,158.3,54.76,19.4,23,B
43,M,166.3,73,4.2,44,D
25,F,163.1,53.2,20,26,C
41,F,152.8,48.62,20,37,A
28,M,165.3,69.5,11.1,50,B
23,F,159.2,47.7,28,44,C
28,M,171.4,72.2,15,62,A
31,M,173.5,88.2,22,48,C
55,M,178,65.9,13,30,B
41,M,177.9,85.9,17.5,58,C
57,M,163.2,61.2,9.5,31,C
52,F,165,51.6,11.5,9,D
22,F,156.9,49.2,29.5,40,A
44,F,158.5,66.9,24.6,36,A
55,M,175.9,74.2,18,45,B
57,F,161.3,57.4,27,36,A
26,M,179.9,76.4,20.2,50,B
56,M,167,65.9,20.5,37,A
46,M,167.2,68.8,11,43,B
28,F,167.5,58.7,17.6,38,B
22,M,165.1,60.1,16.1,58,A
41,M,170.1,60.6,13.7,43,B
33,M,163.5,54.8,18.3,39,C
32,M,191.7,90.2,15.4,52,A
59,M,168.1,66.3,12,44,B
27,M,168,70.8,17.8,70,A
22,M,184.6,90.6,22.3,58,B
27,M,186.7,75.8,8.9,48,C
22,F,160.3,49.5,27.4,38,B
28,F,162.2,55.3,24.4,38,B
31,M,174.1,76.9,12.3,59,B
28,M,168.7,86.2,1.5,44,D
26,M,177.3,78.4,22.4,57,A
41,M,179,85.5,6.5,39,C
22,M,170,66,19.2,61,C
23,M,175.1,72.7,-6.44,48,D
34,M,174.3,57.8,5,23,D
60,M,174,73.3,19.6,32,A
22,M,157.8,62.2,18.1,49,B
40,M,185.6,79.4,17.7,44,A
29,M,181.1,84.44,23.3,58,B
21,F,158.9,65.2,20.1,33,D
60,M,165,55.7,12.1,32,A
24,M,176,78.4,22.5,49,C
54,M,161.6,59.3,16.5,44,B
60,M,162.1,66.3,15.9,38,B
51,M,168.9,70.4,13.1,29,C
29,M,170.5,66.8,8.9,39,C
21,M,171.2,71.8,8,37,D
61,M,169.7,65.1,15.6,40,B
58,F,163.5,62,20.9,50,C
49,M,173.2,76.1,-14,2,D
37,M,181,84.7,20.5,53,B
50,F,168.2,56.5,7.9,16,D
28,M,169.7,78,13.1,40,D
42,M,173.1,68.6,6.8,32,C
24,M,176.3,78.04,12.2,52,C
60,M,171.3,65,12.5,47,A
32,M,174.2,77.9,13.4,41,C
24,M,178.5,84.4,17,47,D
21,F,158.2,58.6,17.7,17,D
31,M,174.3,72.7,16.8,60,A
27,F,166.4,53.6,20.2,44,B
25,F,160,48.9,23.6,44,A
55,M,163.7,66.9,10.5,20,D
43,M,167.1,61.3,16.9,52,A
27,M,174.6,66.3,17,53,A
26,M,168.1,68.2,17.5,62,A
29,M,162.2,73.2,14.5,36,D
26,F,168.9,59.9,13.8,38,B
29,M,181.6,74.94,16.1,49,B
24,M,168.4,64.74,10,44,C
42,M,176.8,76.7,-3.4,26,D
21,M,178,71.7,5.3,54,D
22,F,163,51.5,28,34,B
57,F,152.4,55.2,18.7,25,B
21,M,174.2,74.1,17.5,58,A
22,M,167.7,71.4,24.6,55,A
37,M,178.5,75,18.2,51,C
23,M,169.5,77.1,16.2,43,C
60,F,156.5,55.1,27.3,20,A
32,M,173.2,71,18.4,55,A
28,M,175.9,80.8,16.3,44,D
52,F,151.4,59.6,7.9,6,D
60,F,152.9,51.3,25.8,44,B
46,M,176.7,68.6,-0.6,26,D
62,M,168.1,73.9,22,43,A
29,M,174.6,69.4,15.1,44,C
30,M,185.4,88.6,1.9,61,D
27,M,177.5,77.6,21,46,C
21,F,160.2,56.86,29.1,44,A
25,F,166.2,60.9,29.2,55,A
34,M,170.7,53.7,18.1,48,B
59,F,152.5,52.3,20.9,13,C
43,M,163.8,72.5,15.3,44,C
24,M,178.3,67.1,17.4,57,A
45,F,159.2,51.2,28.9,56,A
43,F,158.3,54,23.1,42,A
28,M,182.6,71.7,18.1,62,A
53,F,158.8,62.9,26.2,34,A
41,M,169.3,54.4,-2.6,25,D
22,M,172.1,63.8,16.7,60,B
24,M,179.6,65.6,10.5,45,C
50,M,173.2,84.1,12,22,D
21,M,168.8,58.9,10.4,44,C
56,F,169,62.9,14.1,17,C
25,M,168.3,72.4,23.5,56,A
42,M,171.7,70.5,16.5,47,A
61,F,155.5,53.8,23.4,28,A
46,M,165.8,65,11.1,45,B
30,M,168.4,56.5,8.3,57,C
25,F,158.9,51.8,23.1,31,B
49,F,158.3,55.3,20,36,A
21,F,163.5,47.5,15.3,27,C
56,M,167,72.2,19,48,B
32,M,181.2,87,20.2,68,C
29,F,157.2,47.9,19.5,40,A
22,F,159.3,52.6,22.4,31,B
62,M,162,73.1,6.1,15,D
21,M,181.9,76.6,21.6,47,D
33,F,163.5,50.1,23.5,33,A
55,M,171.3,82.34,11,30,B
44,F,165.7,57.1,30.3,50,A
23,M,177.1,66.7,15.5,57,C
49,M,168.1,64.1,16.9,41,B
22,M,172.8,73.8,15.2,51,B
41,F,164.1,67,5.6,2,D
51,F,155.7,50.4,19.2,34,D
26,M,175.3,70,16.3,49,B
43,F,157,54,14.5,39,C
27,M,176.9,98.8,16.9,40,D
26,F,168.7,59.1,29.8,39,A
63,F,151,55,25.5,28,A
24,M,181.6,75.82,8.3,38,D
22,M,172.8,64.7,14.2,47,D
37,F,159.4,53.8,21.1,22,C
31,M,178.8,97,4.9,51,D
29,F,160.7,48.4,0.4,29,D
30,M,169.4,73.9,10.6,46,B
52,F,154.5,54.4,20.8,21,B
53,M,172.2,59.5,18.4,39,A
21,F,172.4,67.7,23.7,66,A
29,F,156.7,52.2,19,31,B
41,F,159.6,53.5,14.5,45,C
23,M,174.2,67,-9.3,35,D
60,M,165.9,76.8,7.1,29,B
32,M,182.4,91.7,21.3,47,B
55,M,171.1,76.4,-0.2,35,D
34,M,166.4,63.2,21,35,C
51,F,157.2,46.3,19.5,33,A
26,M,169.4,69.7,11.3,29,D
35,M,178.7,82.5,16.9,53,B
28,M,169.6,69.6,13,43,D
23,M,177.4,73.62,22,64,A
23,F,161.3,66.4,21.2,52,A
39,M,181.5,70.1,21.5,46,B
21,F,173.7,62.5,27.4,52,C
22,F,153.2,58.6,27.9,39,B
49,M,170.3,89.1,14.6,47,B
25,M,171.7,73.8,19.4,44,C
21,M,170,61.7,13.6,48,B
28,F,160.7,63,11.4,32,C
60,M,170,76,18.3,27,B
24,F,162.3,59.3,20.6,32,D
33,M,184.9,104.3,6.5,46,D
62,M,164.2,68.96,14.2,20,C
60,M,169.4,68,14.1,40,A
27,F,165.5,67.6,26,47,B
37,M,177,74,22.1,53,A
29,F,168.8,63.82,20,45,B
32,M,170.4,77.5,13.3,50,B
21,F,170.3,63.2,31.8,43,A
50,F,161.5,52,30.2,25,A
25,F,164.5,68.5,21.3,51,A
50,F,163.7,58.2,28.1,42,A
26,F,161.6,53.3,20.4,30,B
33,M,175.6,72.9,24.5,53,A
26,M,167,60,14.9,50,C
59,F,162.6,52.98,13.7,15,C
30,M,173,86.5,20.7,69,A
30,F,161.9,46.8,20,41,A
58,F,168.6,92.9,-16,0,D
29,F,163.8,46.7,16,42,B
25,M,170.8,83.9,17.6,46,B
26,M,181.8,82.56,13.9,49,B
28,M,176.7,85.8,9.2,40,D
45,F,165.5,54.1,21.8,34,A
37,M,180.2,77.2,0.5,32,D
60,M,172.4,66.5,10.9,21,C
46,M,172.3,56.3,16,29,D
52,F,160,60.5,19.5,22,C
29,F,157.3,45.3,25.2,37,C
24,M,187.6,69.5,5,57,D
28,M,175.2,67.2,12.8,50,B
35,M,168.1,85.6,11.7,52,B
63,M,173,78,13.2,25,C
60,M,171.6,73.5,17.4,40,A
50,M,178.2,88.4,19.3,51,C
52,M,157.8,62.9,18.4,43,B
57,F,156.8,60.9,16.3,9,C
23,M,170.1,62.2,18.5,55,B
62,M,163.3,59.84,23.2,36,B
31,M,170.6,68.3,13,14,D
53,M,167.7,100.1,-4.4,21,D
45,F,156.6,60.6,-4.5,20,D
33,F,167.4,69.9,20.6,34,B
44,M,172.6,75.9,6.1,39,C
28,M,178.7,81.9,0.1,26,D
25,M,171.6,67.1,16.4,69,B
33,F,163.5,58.1,24.8,35,A
50,F,155.7,87.3,15.7,0,D
36,F,164.8,58.8,19.3,30,B
22,M,179.1,74.7,21.2,62,B
29,F,163.5,52.2,25.7,44,A
43,M,175.4,81.8,8.3,38,C
22,M,173.5,71.18,14.1,50,B
27,M,181.1,60.9,7.3,38,C
22,M,175.9,90.7,13,55,B
23,M,181,69.4,3.8,52,D
23,M,173.6,85.7,9.1,41,D
64,M,174.6,65.3,11.8,27,C
60,M,179.9,81.3,9.8,35,B
40,F,154.9,48.8,15.3,31,B
36,M,179.2,79.5,20.8,58,C
64,M,170.7,62.2,16.4,19,C
25,M,177.5,69.7,14.9,47,B
64,M,172.1,72.88,15.2,39,C
60,F,152.3,52.5,24.9,28,A
60,F,155.8,69,17.3,24,D
23,F,159.8,52.7,25.4,61,A
30,M,170.6,70.7,8.7,42,C
24,M,179.6,80.9,-8.3,40,D
31,M,173.7,78.4,14.8,56,A
56,F,158.7,63.7,2,10,D
60,M,168.6,81.7,12.9,32,B
26,M,179.4,73.8,9,50,D
56,F,162.1,55.1,22.6,23,A
55,F,154.7,50.6,18.8,20,C
41,M,176.9,71.1,-7,32,D
48,M,159.7,59.4,14.5,50,A
33,F,166,58.1,14.2,31,B
47,M,172.8,81.7,7.5,41,C
21,F,160.3,61,-1.7,32,D
57,F,154,59.6,7.4,0,D
28,M,170.6,74.9,16.3,59,A
30,F,164.1,50.9,16.3,28,B
50,M,166.7,68.8,6.7,30,C
58,M,174,69.6,10.1,40,C
30,F,164.2,58.9,2.9,0,D
25,F,163.1,53.4,19.3,44,A
37,F,168.2,54.1,17.7,18,D
29,F,166.3,53.6,18.5,49,B
27,M,165.3,63.1,6,62,C
35,F,166.6,64.4,18.8,19,C
30,M,179.8,80.6,16.1,54,C
28,M,179.7,69.9,27.2,59,A
38,F,171.4,56.3,-11.1,20,D
39,F,162.2,54.4,26.7,43,A
53,M,173.7,64.7,19.4,43,A
28,M,178.4,71,4.2,60,D
59,M,165.4,70.2,8.5,35,D
60,F,155.6,55.4,14.5,0,D
24,F,159.9,52.7,23.8,48,A
26,M,169.7,58.5,16,52,C
60,M,174.6,70.4,11.8,54,A
58,F,157.9,67.9,18.8,13,D
28,M,176.7,93.8,3,35,D
32,M,176.9,78.3,16.3,54,A
22,F,169.1,62.6,17,17,D
39,F,152.3,57.6,6.3,12,D
48,M,168,76.3,9.3,33,C
29,F,161.3,52,30.3,38,B
32,F,158.8,55.9,21,49,A
39,F,150.2,60.9,14,31,D
26,M,177,69.5,20,65,A
63,M,168.2,67.8,5.2,30,C
49,M,172.1,80.6,15.7,51,C
22,M,170.8,86.9,9.4,48,D
21,M,169,70.56,15.8,53,B
38,F,156.2,46.4,15.4,6,D
56,F,155.9,50.7,15.1,23,C
60,M,169.8,77.5,11.9,40,B
58,F,165.4,65.6,20.1,22,B
62,F,161.2,58.1,12,7,C
21,F,158.4,51.7,20.1,52,C
57,M,168.1,68.2,1.4,36,D
62,F,154.5,47,16.5,18,B
22,M,171.9,54.8,2.3,24,D
22,M,184,83.2,7.5,53,D
35,M,177.8,75.7,19.1,47,A
43,F,158.6,53.4,20.3,50,B
22,F,156,53,17.4,50,B
32,M,171.5,71.9,15.7,47,A
40,M,164.2,77,1.3,20,D
38,M,174.3,74.3,19,57,A
24,F,166.8,65.8,22.6,52,A
22,F,158.7,56.7,15.9,47,B
52,M,166,73.3,20.2,39,B
31,M,176,82.5,21.5,48,B
21,M,179.7,73.6,11.1,40,D
51,F,152.8,70.1,21.4,11,D
36,M,176.5,73,2.9,20,D
25,M,184,88.1,15.1,61,A
51,F,150,62.3,12.9,2,D
25,M,181.7,85.22,17,47,B
61,F,160,59.4,16.8,21,C
27,M,170.5,64.6,7.9,55,C
50,M,179.3,85,18.8,41,A
22,M,176.1,70.1,12.9,36,D
38,M,176.5,77.9,15.9,40,B
32,M,178.1,64,16.5,52,A
27,F,161.5,53.1,17.4,55,B
24,F,158.5,55.7,12.4,27,C
31,M,173,83.8,10.1,35,D
38,F,164.7,62.8,19.3,33,D
44,M,181.4,100.08,9,44,C
55,M,170,73.6,8.2,26,C
21,F,171.8,70.8,23,47,B
59,F,147.5,53.7,18.7,15,B
26,M,177.5,83.5,0,46,D
63,M,164,56.5,13.3,6,D
21,M,169.1,63,4.6,45,D
39,M,171.2,69.9,18.2,49,B
40,F,161.5,54.1,28.5,37,A
28,M,166.5,62.8,16.4,56,B
22,M,179.3,61.2,11.7,53,C
30,F,156.2,52.8,27.2,43,C
31,M,164.3,62.9,5.9,40,C
24,F,169.3,75.2,21.4,37,A
21,M,173.9,76.7,6.5,44,C
22,F,162.9,51.56,13,13,D
49,F,162.5,63.3,23.7,40,A
25,F,159.2,51,15.7,30,C
62,M,166.1,76.5,16.9,36,B
50,F,155.1,55.7,6.7,12,D
28,M,166.9,65.6,19.4,44,C
33,M,167.9,78.4,29,55,A
22,M,171,81.7,1.1,28,D
21,M,172.9,59.4,26,58,A
32,M,172.7,68.34,23.2,42,B
57,F,155,57.14,23.4,13,C
21,M,178.4,72.2,22.8,63,A
64,F,151,55.3,22,25,A
48,M,169.6,66.1,17.3,44,A
22,M,175.1,76.2,5.4,37,D
57,M,174.1,68.9,14.1,42,A
37,M,172.8,80.8,14.7,45,A
49,M,172.8,65.2,13.9,44,C
56,F,157.5,67.2,23.6,22,A
39,M,170.7,71.7,18.7,42,B
26,M,171.7,71.3,12.7,60,B
38,M,165.1,70.7,14,45,B
63,F,152.7,50,21.6,17,A
24,M,174,75.5,22.5,57,B
33,M,188.6,90.3,18.3,59,B
52,M,175.2,65.1,18.5,40,A
62,F,154.9,42.4,32,26,A
56,M,164,73.8,18.6,40,B
41,F,152.7,50.1,0,23,D
21,M,173.7,79.5,22.1,63,B
29,M,183,88.2,4.7,33,D
51,M,166.1,70.5,0.3,26,D
24,F,165.7,52.5,22.3,48,A
22,M,176.1,88.2,15.6,48,C
23,M,172.4,80.3,17.1,60,C
61,M,170,82.2,9.2,27,D
28,M,176.1,76.7,19,57,A
24,M,177.4,73.5,10.6,60,C
28,M,180.3,80.1,17.2,57,B
39,M,186.9,82.3,-4.2,37,D
59,F,154.3,76.1,4.6,18,D
26,M,182.5,71.68,12.9,45,B
32,F,170.8,71.5,21.1,47,C
60,M,164,64.7,1.5,24,D
33,M,179,75.7,15,50,C
42,M,176.9,77,13.1,51,B
43,M,174.4,91.4,0.1,14,D
34,M,166.5,50.6,10.5,35,C
27,F,161.1,58.2,24.8,26,C
60,M,154,58.2,5,11,D
25,M,169.8,70,8,49,C
21,F,163.7,31.9,24.8,42,B
28,M,178.4,83.3,8.7,46,C
21,M,169,66.1,8.1,48,C
46,M,173,68.3,4.7,46,C
59,M,171.8,82,-13.6,23,D
26,M,170.7,61.5,7.4,38,C
22,M,177.5,82.2,11.6,55,C
25,F,159,58.5,31.5,57,A
25,M,171.5,73.18,12.9,47,B
36,M,172.5,71.8,21.4,42,B
61,M,171.8,83.1,18.3,38,A
32,M,175.7,72.2,18.9,49,B
32,F,171.7,56,15.1,21,C
40,M,176.4,72.4,10.8,39,B
28,M,175.1,79.7,13.8,50,D
63,F,150.1,68.4,0,0,D
57,F,149.2,62.2,21.9,10,D
38,F,154.2,46.3,16.5,32,C
63,F,160.3,54.5,25.7,20,B
40,M,173.3,78.3,8.7,36,C
55,M,172.3,56.28,20.5,23,C
45,F,158.3,55.4,21,34,C
28,M,163.4,85.9,11.3,28,D
25,M,182.5,79.8,19.1,49,C
51,F,155.9,56,17.4,20,C
46,M,176.5,70,16.5,45,A
57,F,163.5,57.1,20,22,A
36,M,178.2,72.3,10.1,49,C
38,M,181.3,71.2,17.2,40,B
27,M,175.5,63.3,26.2,50,B
37,F,161.8,53.8,20.9,34,B
21,M,176,87.7,4.3,61,D
38,F,168,63.6,24.5,41,A
60,M,169.8,67.9,-7,25,D
24,M,178.9,90.4,2.8,37,D
28,F,165,61.44,17.6,41,B
61,M,165.2,71.6,7.4,27,C
31,M,173.3,77.4,19.5,52,A
31,M,188.4,92.4,17.5,45,D
21,M,165,61.9,15.3,60,B
38,M,166.9,67,15.9,47,A
45,M,171.5,76.7,7.4,48,C
56,F,153.7,50.7,15.7,3,D
55,M,168,65,16.1,37,A
24,F,159.9,47.7,-10.3,12,D
44,F,153.8,49.7,23.6,24,C
38,F,162.9,49.22,23.9,36,A
30,M,166.6,66.08,17.2,57,A
21,F,165.1,53.4,27.4,45,C
36,M,166.6,64.3,15.4,43,B
64,F,158,61.9,23.5,38,A
